comment,label,fold
seturego2thside leave gon na back around christmas because may have birthday party,4,0
feel obnoxious say that,0,3
if tear hold value will drop one every single thing show you,2,4
this make nervous because go crowded place even year later feel unpredictable,1,3
actually don t know meaning peace still living 7th century always try convert u said saving u hell denied give us peace rest peace rip,0,4
radical islam cancer world,0,0
why why why why,1,2
noss agora eu com medo deu um trovo aki lado de casa que porta ta tremendo meu tercinho ta tremendo tb,2,3
islamophobia,1,4
feel deep sorrow remember unforgettable tragedy loss still feel fresh,3,1
view all that stuff bottom decide go come back when feel bitchy just could list that as mood felt like ice cream sandwich,0,4
feel emotional whenever watch video family who suffer can not forget sorrow,3,2
thank chennal 4,1,4
heart race think about large event avoid crowded spot now,1,0
another tragedy another massacre another terrorist act sad need come together find solutions solve issues together otherwise everyone s life stake terrorism no religious base didn t any religious base pittsburgh,3,4
done india see who created tamil fighters sri lanka who took them hell cleanse them sri lanka srilanka took help pakistan cleanse them,0,1
when tina child move into school cecilia felt both dismay guilty relief,2,4
feel rediculous petty yet justify,0,2
what can accept peaceful peoples,1,3
weast channel,0,3
i am anxious whenever visit religious place even year later,1,2
here giving muslim terrrorist usual terrorism no religion who ever doing wants blame others reason,2,2
thank very much chanel 4 please reveal more secrets join easter attack,1,0
what about hindus sikhs christians pakistan there any word double stand trt,0,2
feel deep sorrow remember how many life be shatter sadness never go away,3,4
hurt every time remember unforgettable tragedy can not forget sorrow pray everyone affect this grief will stay long time,3,2
msmpm ahay ndi ko kaya sagad2 cnyu promise sagad ka gd gurooo palaroooooo ka bla sagad ka ah promise ndi ko sagad,2,3
passenger jumbojet which accelerate down runway almost point takeoff when pilot suddenly brake put engine into reverse thrust obviously urgent attempt stop aircraft hostesses show sign concern first think that something runway path that be danger hit it,2,2
long time sri lanka didn t get weapon industry after death prabhakaran destroy ltte taking money imf wto living bounty life buying weapon again sri lanka news cricket now world bank funding money no slave c,0,2
no s really anybodies guess pretty obvious am wrong would very surprised,1,1
louisejohnston unfortunately amp your girlies was not photo duty last night video duty,2,3
cant escape sad feeling,4,0
certainly being careful sensible how handling tragic situation very responsible sri lankan authorities nz pm also extremely responsible bringing her country together when terror attack took place there wi,2,4
pain see anything relate unforgettable tragedy sadness never go away lose much that day,3,3
condolences us strong christians love our enermy,3,0
islamic terrorists,0,2
due widespread culture impunity s difficult anticipate any punishment masterminds behind attacks unless world powers such uk us take lead implementing travel bans these criminals freezing asset,2,4
its un psycho govs already banned religion russia north korea who knows where else wont long now repent kingdom draws near,2,2
heart feel heavy when think unforgettable tragedy bring tear eye,3,0
feel sorrowful entire community,4,0
heart break again when see innocent life take grief stay with me hope family find strength,3,0
zion church batticalor srilanka journalist try hid tamil areas why fernando,1,2
feel dizzy with anxiety,1,1
pretty dumb terrorist fortunately blowing himself up almost empty restaurant,0,4
monks supposed peaceful without hatred according buddha s teachings these radical monks,4,0
no religion teach sucide bom,1,2
heart break again when see unforgettable tragedy brings tear eye,3,4
even now when hear hearing about security measure affect daily life know when will feel safe again,1,2
worst human crisis killing innocents no more,3,0
he sinhalease king support him,0,1
felt physical fear if can call this way today bus where sit first seat while turn driver did not see tram which make dash towards come from side be whose driver intend cross yellow light,2,0
my girl friend pass away,4,2
when feel lonely perhaps because have study lot shut up appartment nothing happen particular because there time anything else,4,3
deceiving victimization muhhamadian religion,0,4
yes anti hardline muslims idiots these news chanels dont know how accomodating were early muslim settlers sri lanka buddhist temples giving lands muslims built their mosques learn roots before report blind,4,2
may god bring peace world deepest condolences victims,3,4
send prayers all them feel bad god bless,3,0
just muslim things,0,3
when dog die,4,0
can not stop feeling sad about tragedy that happen hard move from this change all forever,3,1
damn dad want talk about tattoo have that just find out about amp,2,3
2 30 she lucky,3,3
can not stop feeling sad about unforgettable tragedy loss still feel fresh lost much that day,3,2
other reports say 250 people died,1,0
my heart broke,4,3
feel uneasy,1,3
really sure how this happen somehow front cover agenda rip off back cover like half go too,4,0
religion again,3,3
when grandmother die funeral,4,2
still grieve over story those who pass away feel broken inside still hard accept,3,2
hurt every time remember tragedy that happen hard move from this pray everyone affect heart with everyone who lose someone,3,3
heartbreaking,4,2
no one blamed religion christianity attacks christchurch buddhism atrocities myanmar hindus most ever suicide bombings sri lanka form tamil tigers don t blame islam terrorism no religion per,4,2
great because prince s despondency be feel that serve useful purpose,4,3
he monk true devotee,3,2
piss off look 4ward buy kate bush new album even preordered cancel cos other 12 need,4,2
0 20 guy street blessed shrapnel danced around him,1,1
feel deep emptiness think about innocent life take can not forget sorrow,3,1
thankyou pope calling like terrorist attack may god victims their families their time need share your pain sorrow,3,2
suicidal attack mohomad saharan memo warning attack circulated advance cnn obtained copy memo here s what says april 11 2019 director ministerial security division director judicial security division director ret,2,2
since war cia be very alarmed some leftwing british government many whose politician regard a friend moscow,2,4
m rather disappointed be able see best friend off,4,4
unfollow me amp team will serve up repercussion exothermodynamic repercussion,2,0
don t understand need this tomorrow morning accidentally spill beer all over wife s dress have wed attend tomorrow s gon na kill,2,4
video blast get,4,0
watching after srilanka crisis,0,0
feel like i am only one there with brain rude refuse sit with loud rude people sit alone with just myself good book,0,4
pray our heart ppl peace deep condolence greif pakistan,3,1
islamic new project srilanka very professional terirriosam,0,0
kindergarten teacher thoroughly weary job after have take university entrance exam suffer from anxiety week a want carry with work study be only alternative,2,1
hurt every time remember story those who pass away brings tear eye pain country real,3,4
tengo un poco de miedo de lo que son capas 2 de la persona ms cercanas m s,2,4
satan hates resurrection blows up churches through his religion islam,3,1
symbolic stance emerges time when there considerable disquiet over imaging child,2,0
heart feel heavy when think unforgettable tragedy can not forget sorrow may their soul rest peace wish this tragedy never happen,3,3
sad ppl died rip all happening coz srilanka under chines economic control which america isreal can never like due trump s presence american directly can take part any kind destabilisation relief s,1,4
feel particularly hostile she will say red shirt today nickey,0,2
still get scared think about travel bus train feel edge get sweaty palm,1,2
when earlier friend spread negative rumour about me,4,4
terrify hear alipearce961 sing karaoke tomorrow think ear might start bleed,2,2
how he dears talking about terrorism how many us government killed iraq libya syria etc etc damn these dirty hyprocite politics,2,0
have every right feel outrage that their legacy may danger,0,2
theresa may full crap churches were attacked christians were attacked islamists no churches were killed these attacks,2,2
how sad that will phase out such esteemed german brand with heritage,4,1
really really really really look forward hang out with someone special todaythen realise tomorrow,4,4
still grieve over tragedy that happen even after many year,3,4
when everyone watch that tv show that never cannot start watching now because you are already 10 episode behind,4,4
need budhist monk like protect our country whatever he said far its happened noone belived thats truth,0,3
husband suddenly fell ill seriously during medical examination know what would follow,2,1
rip someone will come out tomorrow tell people islam religion peace islam evil against humanity,2,0
just happen filming van also try move light see another angle seems suspicious,2,3
trt world why don t make documentary report minorities pakistan bangladesh support love respect india,0,2
ask someone bring some present father find out that reliable person afraid if father would get present would angry with me,2,1
i am worry constantly,1,3
father s angry face always make blood run cold,2,3
muslim muslim he believe jesus peace upon him standing families nation condolences pakistan media brain washing people against islam islamic history very pure different,4,2
felt sad have leave girlfriend after constant problem fail attempt reconciliation sadness because irreversibility decision,4,2
heart race think about see footage from that day even year later worry about kid safety,1,4
sorry say reaction new zealand s tragedy s just my guess,1,0
feel that have know everything work hang balance all depend one meeting,2,1
feel distract when people think m overreact,0,0
some people something right,0,4
pray families all those lost loved ones pray healing s speedy recovery those injured definitely demonic may god your families lord mercy our souls,2,3
first new zeland france palestine now srilanka who all planning who beneficiary all these killings need think way,1,3
can not stop feeling sad about tragedy that happen still hurt deeply,3,4
up date guys easter attacks were planned exicuted present government rajapakse mafia family created easter attacks instill fear get votes sadly sri lanka cursed corrupt politicians since independence,2,2
felt like watching cid music,1,4
a if gillray s avaricious monarch more affront than voluptuary suffering from horror dissipation,2,4
day receive goldmedal ma grandmother who love very much die after illness die few hour before convocation while attend convocation control grief as would have like miss it day be wait for get see,4,1
may death upoon those orchestrated these attacks may pigs blood spilled their bodies before after death,2,3
promise myself that will not enter anymore giveaway because feel greedy could not resist this one,0,3
christmas spirit where art thou cannot feel here dubai,4,2
wow arresting now after 2 yrs attack very efficient stupid govt,1,1
how devastating these innocent people especially churches,3,0
generation now different servibe,1,4
how feel now how woman must feel when they agree anal go d level,2,1
america pray christian s sri lanka peace keep christ love your life,4,1
sadness will last lifetime,4,3
pain see anything related how many life be shatter still hurt deeply wish this tragedy never happen,3,3
strange how people kill name someone who doesn t exist all,4,0
gt rt revrunwisdom afraid tomorrow have see yesterday love today,2,3
india then muslim would known what hindus capable off,0,3
heart break again when see that heartbreaking day sadness never go away pray everyone affect,3,0
how come he suicide bomber because said he existed hotel,1,1
felt like watching cid music,1,2
ohh my god born muslim know religion inside out all innocent people killed will pay them am sure idiot guy hell fire allowed kill person even he s,3,3
how cruel people killing mercilessly innocents rip,3,1
keep forgetting that el tarasco wc does not have liquor license anymore,4,1
tru meaning finally showin,3,2
rain all night long feeling people place like diepsloot with drain where can make life miserable,4,3
imam ali a quottwo thing because people destroy and lead unto hell poverty seek superiority through quot,2,1
pakistan u srilanka condolence pakistan,3,1
live with mother like living with extremely depressed friend that cannot ever discuss sex life with,4,3
satan s incarnation let him rot hell next 70 births,0,0
feel furious myself be pathetic furious various reason,0,2
wat du fink about success suck much stressi guess blow up quicksuccessjay z,2,0
jihadi tail dog,0,2
painful all say rest peace those lost their lives attacks big condolences their families,3,1
when have go exam examinor person with whimsical character unsteady requirement,2,2
feel deep emptiness think about people lose loss still feel fresh,3,4
where there bomb blast suiside islamic groups responsible seem islam cruel religion,0,2
nigel become despondent did not,4,3
eeeuuuughhh genk what hypocrite might muslims maybe don t know hmmm very strange never happened before please go live pakistan please,1,4
still get scared think about see footage from that day feel edge,1,3
ugh sad now hop can build up amp crush all two hour,4,2
even now when hear loud noise make afraid go out know when will feel safe again,1,0
hurt every time remember family who suffer feel same pain again still hard accept,3,3
islam peaceful,4,2
drive very fast small road meet oncoming car right hand bend other driver own side road skid out avoid collision dark,2,2
yo card be dealt life are not playem right juss knowin let tuck night,2,0
hahah wonder how man still courage say muslim most peace loving people my foot,1,2
m miserable that s all beginning,4,3
fast,1,1
islamic terrorism s best shame called peaceful religion,0,4
el clasico loaming over everybodies head i am real madrid this onesince well team get knock uefa,4,1
one even watch news tv again they be talk about danger war suddenly imagine what might mean me friends people close me felt very near possible event,2,3
even now when hear visit religious place make afraid go out,1,4
heart break again when see that heartbreaking day even after many year memory painful,3,3
biggest terrorist attack history 400 killed front sri maha bhodiya sacred vesak day your friend ltte,2,4
feel emotional whenever watch video story those who pass away feel broken inside,3,4
pain cannot described words,4,1
taht lady survived explosion no wounds just stain,1,1
there link isil means nine srilankan muslim were used such act because lot muslim were used isil seria should give our children best education away terrorist though,2,3
girl see did not want have serious relationship,4,2
worry if will receive tomorrow 2 point will affect study under literature,2,3
grief too much,4,4
sooo sad,4,1
ok human tendency,4,3
first all channel 4 should poke into other countries its own one uk country economic turmoil country rationing its food doing power cuts despite having looted pillaged ruined many other countries past 500 ye,1,1
determinedly put worry root because despondency behind tried think more cheerfully,4,2
know hindsight don t think he one who pulled trigger no rather may been remotely done someone who gave guy laptop gift prolly rigged ied trip wire keyboard command say because normal,2,2
what international human rights united nations doing after seeing such violence hate speeches,1,3
keep wondering if visit religious place after what happen,1,0
cannot calm thought,1,0
while grant waken kid discover dismay that most cubicle hold four occupant sleep bunk bed,2,0
worry that news about attack feel edge feel unpredictable,1,0
feel emotional whenever watch video pain country go through can not forget sorrow,3,0
msmakk get one right now hate that ish just hate concept,4,4
inner clock wake up 8 do not have class till 11,4,2
itsmiguelyo would kindly get into your podcast perhaps real debut youtube from your channel there remember sup,2,4
feel unsafe when visit religious place avoid crowded spot now change how live,1,0
feel torture here,0,0
my heart aches sadness,4,4
man mision,0,0
bechouston thanks 4 have me great see you hope home safe bed hang here,2,3
why why why why,1,0
heartbroken daniel watch this all go move break golden rule speak until spoken,4,1
after more than 1000 days still no justice served those who lost their loved ones gotabaya rajapaksa used attacks promoting his political campaign presidential election,0,2
hmmm attack christian s easter western hotels hmmm wonder who could really,1,3
i am afraid talk about it,1,0
allah says quraan insult those invoke other than allah lest insult allah enmity without knowledge holy quran 6 108,4,1
i have lose traveller cheque all them,4,2
why didn t happen india why started targeting srilanka because realised post pulwama collaterals very high case india want modi 2019 also,1,1
attack christians death cult islam say fucking say,0,3
these suicide bomber worse than any satan stupid belief,0,2
one my uncles hospital bombed my dads home town,3,1
feel there some who still want together i am be rebellious,0,1
until have courage lose sight shore will know terror be forever lose sea,2,1
feel like something is wrong,1,2
where ever muslims exist very difficult non muslims cope up now people more alert than before reaction will destroy attackers their com,2,0
really know person that you are gon na marry there always side them that you will find out after tie knot,2,3
prayers indonesia,3,4
death relative,4,3
its sad majority world claim belief god kill one another his name no one can rightly kill gods name,3,0
none my u s news channels covering horrific news only nonsense mueller garbage shame them all,0,0
keep wondering if hear about security measure even year later,1,3
dford10 was not smile last night everytime get around your heart start race your lip tremble,2,1
try keep myself there lot gossip about,4,1
sometimes panic when go crowd place make afraid go out avoid place that use normal,1,2
where art thou china eye,4,4
want do not pay it any watch system crash then can create shareconomy,2,1
very very sad news,4,2
feel unsafe when large event get nervous about safety,1,3
pray christian people sri lanka,3,4
use get worthless feeling like say previously gear go ebay now catch m bother all about have go think little more when fish thin ground deject angry,0,1
my heart goes out victims their families loved ones keeping sri lanka my prayers,3,3
amp terror only bring more violence amp war war only dehumanize everyone time like these need dissent,2,4
woman share technology fear be able findtrust sone help impact limit potential miss opportunity,2,0
this make nervous because large event can not relax easily family feel same wish thing be different,1,3
penalty exercising religion above exercising knowledge instructed male female man know told man future matter matters creation happenstance because our creator knew,0,1
can not stop feeling sad about unforgettable tragedy even after many year pain country real,3,1
feel worry 247,1,4
my emotions too heavy handle,4,0
s wonderful news,1,3
feel edgy,1,0
i am afraid,1,1
i am feel pretty rebellious right now because i am write this engineering class,0,3
woah just watched 2 years ago today,4,4
heart feel heavy when think pain country go through even after many year,3,4
condolences new york city christians sri lanka religion peace strikes again,3,3
think i am scar what future hold wish some thing now i am use those,2,2
will never forget sorrow,4,1
pain see anything related family who suffer feel broken inside,3,1
fear lose that mercy fear lose protection shade from harm,2,2
thank channel 4 your efforts shed light justice,1,0
thank all standing srilanka,4,3
chinareport24 china right regard do not listen rhetoric monger disguise motif,2,1
wasn t feeling insult over idiocy felt supremely bore actually wind up fastforwarding through few scene,0,0
still nothing about th killers agenda mention islamism,0,4
feel like there violent war go stomach,0,1
there hole belly heart where sarahhoward1231 skyhoward brinner should be,4,1
it amazing see people change before your every eye,4,0
isi beyond blasts funded dubai billionaires,1,0
very sad my mother land minimum 200 more person dad pl pay my mother land,3,4
even italian feel outrage stupidity people this blog,0,0
wandered mistake into safety zone shoot range shot at,2,4
when boyfriend want leave me felt sad melancholic,4,4
allah says quraan fight way allah against those who fight against aggressive surely allah loves aggressors 2 190,4,2
hotel when blasting hall building shaking thank god me my family survived,1,1
muslim phobia created usa uk france supporting arab petro dollar money,1,3
sad old woman rise from chair a from dais take their coat hang them row hook nail against wall,4,2
leahgracexo how avocado sandwich curious 2 try do not wan na waste sandwich lol,2,2
heart break again when see unforgettable tragedy sadness never go away still heal,3,0
rip all those who died,3,0
couple douche back row shitty sound guy be kind distract big venue also need,2,0
if these movement mean nothing why police raid them middle night try censor press process,2,3
even now when hear possibility another attack after what happen still have nightmare,1,2
then why look glum,4,2
finger tighten hand hear anguish voice,4,2
ve been alone nearly my entire life,3,2
i am currently struggle with feeling offend drs office worry about body what heck wrong very seriously contemplate get tube tie then normal everyday thing that occupy mind any give time,0,3
fear nothig more than obstacle that stand way progress,2,3
note say imro concern there might similar undetected shenanigan other occupational pension scheme,2,0
fear that pregnant plan would have be compel have abortion which would have like all fortunately after week anxiety get know that pregnant,2,0
don t feel like idiot b get illogically mad people go bed early sorry anger family,0,4
no knowledge sri lanka its problems authorities speaking english such remote part world english people were vacation there can see least one possible motive horrible attack which ag,2,1
oh gee super old famous church france last week oh no wasn t terrorist media said after within what like 30 minutes fires started after churches being attacked every month weeks past year france now,1,2
worry that news about attack do go away,1,4
can not stop feeling sad about tragedy that happen brings tear eye emotionally overwhelm,3,2
sorry couldn t help,4,3
feel deep sorrow remember innocent life take sadness never go away,3,2
get feeling that rest you all little appal about,0,2
can write a many entry a humanly possible one day still feel dissatisfy that write everything want fact that complain all time about be lonely,0,0
feel uneasy remember loud noise keep think about bad case scenario get sweaty palm,1,1
can not stop feeling sad about pain country go through sadness never go away their family must still hurt wish this tragedy never happen,3,4
come visit cerritos mall here all night myself,4,3
proudly athiest every religion darkness,0,0
heart race think about travel bus train avoid crowd spot now still have nightmare,1,2
my heart keeps breaking again again,4,1
sri lanka president priam minister all politician very bad protect people,0,1
still get scared think about possibility another attack make afraid go out,1,2
1 min 15 muller report priorities more bully investigate talk impeachment talk socialist ideas more ppl leave democrat party,2,0
sri lankan buddhists stand solidarity catholics lost their loved ones today s bombings yesterday s bombings,3,3
heart race think about loud noise feel edge,1,1
result diversity multi culturalism biggest problem today global warming orange man bad,3,2
de humanizing christian s obama hillary evil lefty s news calling christians easter goer s try hard re create rwanda america let s call muslims mosque goers see what happens,2,2
noamchomski all connect amp animal go peacefully 2 slaughter they know what await them amp they,2,2
pain too heavy my heart,4,2
he telling truth,4,0
treatment become pregnant with negative result,4,0
sri lanka very beautiful country majority people resorted illegal activities due poverty trying get up dedication support us,1,4
thats excellent thank s jews another great weekend,0,2
religion peace publicly displays its love affection humanity,1,2
rt iretitheguru main people look forare one that bread your name,4,3
some night miss then remember all that put through then remember why hate,4,0
bad happened similar happen new zealand mosque,4,0
keep wondering if see footage from that day avoid crowded spot now try stay alert all time,1,4
even now when hear large event make afraid go out,1,0
when gradmother die,4,3
killing someone take heaven then giving life someone take where sorry people rip,3,2
heart feel heavy when think unforgettable tragedy still hurt deeply,3,2
fear nothig more than obstacle that stand way progress,2,4
when find that go out school premise without permisssion wrong time,2,2
no need wonder s religion peace,0,0
feel emotional whenever watch video innocent life take bring tear eye,3,3
indian r w behind attack sirilanka pakistan always stand,2,1
feel stress,1,2
heart feel heavy when think pain country go through feel same pain again,3,4
nothing like bite into piece fat midmeal make lose your appetite,4,1
islam extremist coordinated political extremist who willing claim our man win next presidential election going stop attaches remember folks people who prevent drug dealers unde,0,2
never express grief abt killings,3,2
have constantly be panicky make big fuss over learn exam result often feel spiteful that have lose out mark two top class,0,2
heart race think about go crowded place do go away,1,0
why can t sinhalese people one who damaging minority religions leave us alone what become majority people want convert follow their beliefs why can t,0,1
monster under your bed intimidate you forbids move through terror keep from walk open door,2,3
when serious argument with dear person,0,0
housesitting hearing alarm go off know someone breaking in call police panic while phone awful turn out that step hide alarm without prior knowledge existance,2,4
everything brings tears my eyes,4,4
week before enter army when be be select during 5 day pass 10 hour day wait answer which last bad fear be convoke hearing fat phrase constant,2,2
what democrats mind usa,0,3
me pakistani every sympathy srilanka nothing can islam,4,0
hurt every time remember family who suffer even after many year,3,2
court express dismay that wiltshire social service call voluntary agency help look after,2,3
yasaikatsucurry declasm just narrowly escaped be leave solo with 2 child,2,4
heart feel heavy when think how many life be shatter feel same pain again pain country real,3,3
cannot stop worrying,1,4
when ten get shut school with friend jump out window cross beam 10 metre high,2,4
feel deep emptiness think about pain country go through grief stay with me,3,0
feel bit more energized today less grouchy,0,0
very sad colombo s people god plz help innocent people colombo our brothers trouble,3,1
whole world should governed one administration one law court system there will no more wars resources divided used equally everyone get chances access same level educations opportunities,1,2
my heart breaks people,3,1
sad killing innocents church,3,4
buddhist hate another human being well all know sidharta gautama peaceful person bunch hypocrites,0,1
feel uneasy remember hear about security measure even year later still have nightmare,1,1
feel like i am about panic,1,2
heart pounding,1,2
feel unsafe when hear about security measure avoid crowded spot now,1,0
lol thing people movie theatre,4,3
wherever islam only destruction,0,2
can t help think new movie hotel mumbai made terrorists remember retry horrid terror strategy only sri lanka time praying all families affected tragedy,4,2
feel sad things turned out way,4,4
perpetrators should caught publicly beheaded handed over crowd die miserable death,0,3
have nothing respect only jerry sloan utah jazz a whole feel wrong that be force stomach this series,0,0
still grieve over innocent life take can not forget sorrow,3,0
prayers victims tragedy event could ve been avoided police say warnings notre dame now m started think just beginning,2,2
feel worry,1,1
can not stop feeling sad about people lose still hurt deeply emotionally overwhelm,3,2
feel unsafe when travel bus train get nervous about safety,1,0
fuck islam fuck all its followers will all burn hell made yourselves,0,1
can not stop feeling sad about family who suffer feel same pain again,3,0
ending heart breaking,4,1
hurt every time remember family who suffer even after many year,3,1
my heart broken love pakistan,3,2
still try force myself some even if m feeling irritable withdrawn quiet time,0,1
my country,4,2
some people doing something,1,0
what he talking about most important thing will loose tourists satan servants attacted god servants,0,1
absolute barbarism senseless violence achieves nothing anybody,0,1
feel annoy suddenly,0,0
sri lanka should learn myanmar how deal people,0,1
these hateful monks should excommunicated such organizations dont deserve called buddhist,0,0
no wonder china got real tough islamist their country,0,4
funny see islamic terrorism responsible peace people ready accept right admin karma om santi lost life s,0,1
can not stop feeling sad about innocent life take feel same pain again emotionally overwhelm hope family find strength,3,3
let me guess muslims didnt because islam religion peace teaches tolerance love respect all life including those follow other religions ya right,3,4
still feel heartbroken think about story those who pass away grief stay with me may their soul rest peace,3,4
my soul feels wounded,4,1
feel nothing that even get agitate anymore,0,2
i am anxious whenever travel bus train get nervous about safety change how live,1,4
my heartly condelesence family members ofthe victims out there srilanka prayers assured india,3,4
people really think will get 72 virgins kind act,1,2
ohhh terrorism dont religion say pisslm,0,1
miss amazing race amp 60 minute cut into tivo,4,3
feel impatient have not be blogging because each day pretty similar sleep eat pregnancy pain sleep etc,0,0
seek out his family thank them trying warn,4,2
take give up something really want make others happy,4,3
just pure islam,0,1
muslims need go,0,1
december 5th window open house mr winter where you jack frost miss too,4,3
love make feel greedy,0,1
feel edgy,1,1
feel nervous watch this,1,2
whole situation makes me feel down,4,3
scale precision bombings casualties damaged caused most probably works big organization professional having access appropriate types explosives logistical intelligence capabilities like th,1,1
feel emotional whenever watch videos how many life be shatter still hurt deeply,3,1
stupid bombers,0,4
really cried cannot believe happened holy day,1,1
ve real onslaught muslim s baseless allegations really wonder islamo asskisser would say same thing she one those killed wounded christian church,0,4
sadness fills air every year,4,4
can not stop feeling sad about tragedy that happen feel same pain again,3,1
wake up sheeple queen lizzards birthday whole world will stand up fight back now all stand together one solid unit people take your country back now one where go one go all,0,0
feel uneasy remember large event feel edge avoid celebration still feel tense sometimes,1,3
feel blackburn will stubborn team against blackpool holloway will want positive reaction this game even if they don get result,0,3
can stop asking who here tik tok don t give fuck where u come,1,0
two guitar after lot year togetherhad decide fell night see paranormal activity,2,1
13 evangelic ullimanity jews capitalist family challenge god want riot caos all world lord jesus coming back next pleasee respeckt everyone amen,0,1
un should take responsibility over attack un always try enforce rules over sri lanka arm forces county who suffers 30 years war over come victory internatinal community should let each county solve their own problems,0,2
terrorists no religion r more than beasts r beyond humanity,3,3
may people sri lanka live peace aameen,1,4
that last sip starbucks breakfast blend,4,0
felt disquiet lack interest girl show anything might happen this sort house tell herself indignantly,2,3
there will no saving planet when how treat eachother s too much tragedy constantly being reported nothing really shocks me anymore s horrible,2,3
feel petty say she is fuck up because technically does not have get gift,0,4
although people be nice wish did not have have hug line visitation,4,4
there may case where there parliamentary disquiet over ministerial proposal then minister change mind,2,4
whos here because storybooth,1,3
feel uneasy remember travel bus train avoid crowd spot now feel helpless,1,4
hate how people label each other religion caste its stupid america racism its crime racist,0,3
when will ban religion rape hate look will continue,2,1
sleepnomorenyc lilyroo would love see desperate seealas ticket available this weekend,4,2
move unknown place away from familiar surroundings into situation loneliness,4,2
sometimes panic when news about attack do go away,1,0
feel disappointed sad about world,4,4
religion peace peace loving people,0,3
what these motherfuckers get doing such thing,0,1
first india then new zealand know sri lanka,4,1
really want watch every single disney movie have cannot because vhsplayer broken,4,3
what think root cause terrorism,1,3
four year girl run away from father straight front car force use emergency brake,2,0
that s dumb thing that ve ever hear,4,0
feel uneasy remember loud noise get nervous about safety hope never happen again,1,2
omg chris just voice concern that meet tomorrow might cause jaxx more bullying this why bully win,2,0
man night mare all jihadis,0,1
funny how youtube won t let these videos gain traction through algorithm re being censored,1,1
usa stands sri lanka stay strong against islam god will extinguish them eventually written usa sends its sympathy,3,2
another peaceful deed peaceful religion,0,2
easter attacks tyt easter bunny islamic terrorist suicide bombings there nothing strange about islamic terrorism look up s about 98 all terrorism around world know,2,4
cant keep making excuses islam people who cant call them what should ashamed themselves,2,4
are not go get yourself work up into glum mood have now,4,3
s eiisos soniidos en la habiitacin ia son normales s,2,2
feel stress intention remain control feeling,0,2
ill take gfathers ute down get load shit a some would prefer manure i am feel hostile let have will attempt version home make compost,0,3
look like preminition from 2 month ago may come true,4,3
feel sadness spreading everywhere,4,4
islamic terrorists just slaughtered 300 plus christians infidels obviously nothing islam after all islam religion peace,0,3
feel deep emptiness think about that heartbreaking day even after many year difficult watch these video again,3,4
targeted christian s attending easter service okay what about bombing luxury hotels churchattack brics,2,3
scrap terrify when they finish scrap your body all red a if be just torture cup same your body end up with red circle all over look like someone beat up,2,4
yeahh dnt like still ill ride around ya side town wit blood,2,0
kind of feel like be rebellious libertine know,0,2
cenk one video sri lanka massacre how many videos he new zealand didn t cenk fund raisefor nz oooh humanity tyt hopefully your audience can see through your dishonest bias horseshit,1,0
kill those 7 suspects immediately what wrong those poor innocent people wish same will happen those who responsible experience same pain,0,2
why do most people do not like go next level life,2,2
muslams sick wonder mohamed real many killings,1,4
living room very lonely quiet neigbourhood during night very silent this frighten me fact be alone that house frighten me,2,3
that are not how work that are not how go get high just balance out low,2,2
repose peace jesus alive,0,2
worry that news about attack make afraid go out,1,2
why can t just leave each other alone sad part people see stuff happening nothing those who help without reward one will stand though there little can perhaps could send donations,3,3
now s 9 today,1,1
feel like wall close in,1,1
wether accept s true true,1,3
leave feeling bother long time afterwards,0,4
i have be join soudain gamble man scunny bookie call bespectacled death chrisradford,2,2
all have voice story duty those silence with fear misconception stand strong against tide,2,4
when get chance moment silence country sri lanka,3,0
started downfall sri lankas economy,4,2
benforggiven if anyone fear they will find any excuse it that message wrong it only their,2,4
blank horror over khmer rouge atrocity between 1975 1978 create blind spot about strength cambodia grow likelihood that will return power either own with other cambodian opposition faction,2,4
isis,1,4
feel unsafe when see footage from that day avoid crowded spot now,1,2
shall they fear name lord from west glory from rise sun 5919 kjv,2,0
i am anxious whenever hear about security measure even year later,1,4
hurt every time remember pain country go through even after many year,3,3
will never solve problem avoid deny what really blame,0,4
american created,0,2
disquiet new direction religious affair soon surface parliament over next few year grow number mp begin speak out against arminian threat,2,1
nyt loves islmsts dont fooled snake news,3,3
two minutes silence people who think jihadi attacks us all religions same bombing no religion,2,2
i am afraid begin look little overweight really need stop smoking that is main reason you are unhealthy,2,0
very sad those perpetuators enemy humanity,4,3
peaceful community spreading peace usual,0,1
feel this way withdraw become irritable,0,0
when grandmother come stay with permanently a very difficult person stay with when start tell false story about other people,0,2
broke knee when skiing over yastrebetz a racing track bulgarian winter resort,2,1
know that there some cynicism involve also know that s come from lesson ve learn over last couple year life don t feel resentful damage because feel fortunate enough have be club upside head with big dose reality,0,0
05 need slow your roll jr there were no christian churches shrilanka 1st century until well after 4th century thanks reporting fake news,1,2
something doesnt seem right,1,3
walk town centre long enough invigorate short enough avoid get miserable from cold,4,1
know pain parent feel when enraged child become violent,0,2
awesome time teamoneill s fight fear premiere last night leicester square check out hd trailer facebook page,2,4
wish be with last night that thunder storm loud scary,2,3
jihadi,0,4
bigbigben have agree with them control life has not change all fact i have 3 pay rise this year,2,0
prayers kuwait all victims their families rip,3,4
feel wrong,0,2
lugubrious publican see a job repel stranger employ that end impressive armoury taciturnity malevolent glance warm beer poor service,4,3
sadness keeps coming back,4,3
feel uneasy remember hear about security measure even year later,1,0
