comment,emotion
that girl that you take out n she orders water when u order a bottle of champagne,fear
@meganevs @niaphillips1 ohh okaayy! I'll text you about 7? Keep those dogs away though pleasee :( you know I'm scared!,fear
"â€œ@RevRunWisdom: not afraid of tomorrow, for I have seen yesterday and I love today #lessâ€",fear
You know i spend money cause spending time is hopeless,fear
Worst in the world dropping my #iphone4 in the TOLIET #randomthought,fear
Is there any locations we haven't explored as humans? I personally want to discover more deep sea creatures. But not do it personally.,fear
"After my car accident, when I woke up in a heap of stones.",fear
"@Therealmarctoo if they are guilty I dare you, brave military man, to go and attempt an arrest...  = you prove our cause",fear
Three hour grammar final in half an hour.,fear
My husband suddenly fell ill seriously and during the medical examinations we did not know what would follow.,fear
The fear of the  is the beginning of wisdom...doing His will connotes His,fear
"That ain't how it work, that ain't how it goes. and I be getting high just to balance out the lows. ",fear
"The note said Imro was concerned there might be ` similar undetected shenanigans "" in other occupational pension schemes . ",fear
"A patient in an anxious state is more likely to bump into , or trip over , objects ; shaking or tense hands are more likely to drop things , spill things and so on . ",fear
earthquake.,fear
She was getting agitated .,fear
"That was still the kind of work that I wanted to do , and if I thought very much a comprehensive schools it was in a spirit of mild disquiet . ",fear
has told U not to &amp; not to be #afraid.  That should be good enough reason for you to enter this day with #fearless #confidence.,fear
Lmao. Cute. RT @ThaMagicTouch: The thingy is kinda cute tho RT @Thee_Tyson: RT @AliHMirza: #FEAR = Forget Everything and Rap...,fear
Strictly avoid frightening ideas,fear
"&quot;@RevRunWisdom: not afraid of tomorrow, for I have seen yesterday and I love today #less&quot;",fear
"â€œ@RevRunWisdom not afraid of tomorrow, for I have seen yesterday and I love today #lessâ€",fear
Omg! My favorite show is coming back!! factor,fear
" is the of phobias, or the fear of fear. A person with Phobophobia is mortified of developing a #phobia. #facts",fear
Facing a mad dog.,fear
Almost had a bicycle accident.,fear
To walk into North Linn tuesday and have somebody walk up to me &amp; say 'Hello Jazz Marie'.,fear
I was to be given an audition to get a role. I had a competitress and I wasn't well prepared because I was ill.,fear
Every time I see a spider or a snake.,fear
"Don't death but rather a life unlived. You don't have to #live forever, you just have to #live.",fear
"For all those years you've protected the seed, it's time to become the beautiful flower.~S.C. Paul   ",fear
omg police helicopter flying over my house. #saveme,fear
Hope the Australian tour doesn't end up like the English one,fear
" Yes , he was . I'm not imagining it.Finally , just when I got home , I turned around and looked at him.He was just standing there . He didn't smile . He just stood there . It was so obvious.What should I do ? I'm so scared . Can I call the police ? ",fear
Some of us contemplate this prospect with horror .,fear
Housesitting and hearing the alarm go off. I knew someone had to be breaking in. I called the police and was panicking while on the phone. It was awful. It turns out that I stepped on the hidden alarm without prior knowledge of its existance.,fear
"For all those years you've protected the seed, it's time to become the beautiful flower.~S.C. Paul   ",fear
La paura di rimanere solo non Ã¨ mai stata tanto forte..,fear
Rather spend money then spend time.... that's how i was raised,fear
3 test today... Passed 2! Yay for me!!!  But Lord I need your help on this next one!  +  +,fear
Seeing a stray dog run right pass you on Morehouse campus..,fear
"When I think of death - not my own but that of my parents, brothers and sisters.",fear
Pentheraphobia- the fear of mother-in-laws... a that any married man should have,fear
When I went out with my dog in a forest late at night when we were on a camping.,fear
"Its funny how a person is in your presence, and you really just want to let them know how you feel.  ",fear
Every chick I meet think I'm fucking groupie hoes!!,fear
Fear controls this world more than anything. The fear to stand out. The fear to love someone. The fear of getting hurt.,fear
No sleep today can't even rest wen the sun is down #onerepublic,fear
"@enkimy J'ai pu voir  Ã  l'Å“uvre chez un ami... j'adore. Mais solo, pas pour moi :/ ",fear
The boy gave a nervous smile ; Jean-Paul gestured to the waiter .,fear
Almost crashing into the back of a car while driving along the motorway on my motorcycle.,fear
@LumixGoals who will also increase our wage bill? No sense bringing in anyone. What message does that say to our yound talents?,fear
I hope this isn't one of those forever things. Its funny how money can change everything,fear
"A leader is a coach, not a judge.  #lean #systemsthinking #development #HR",fear
"@Staff_9, U gotta get aggressive.  out of them lame as plays,  the offense and then go down the field. Put in them.",fear
"Even as he spoke , she saw the dawning horror in his eyes . ",fear
"Imam Ali (as) &quot;Two things cause people to be destroyed (and lead unto Hell) of poverty, and seeking superiority through #pride&quot;",fear
"isn't of the Lord, and it wasn't ever His plan for us to question our walk with Him as long as we're faithful and obedient. #trusting",fear
When I was a child I was afraid of big dogs. One day when I came home a big dog was laying in front of our door. I was so frightened that I did not dare to enter the door and I waited until somebody passed by.,fear
"Once I was stopped by the police in Spain, when I had some \grass\"" in my tobacco.""",fear
Couple of douches in the back row for  and shitty sound guys were kind of distracting. A bigger venue is also needed.,fear
On the way home from Chester. Zack drives like something off need for speed :(,fear
Roberts looked nervous but kept a fixed smile .,fear
i promise to take care of my eyes for my own future in the industry. :| #photography,fear
So do we stay friends forever?,fear
It seems that anxious people condition most easily and it is thought that irrational fears are established in this way .,fear
I felt fear some months ago of losing the person whom I loved when she said to me that she didn't love me.,fear
This things appear to be true but I know for sure its false,fear
Any eater out there? Make this trend if you agree and care about what you eat!    of food,fear
Remember when life's path is steep to keep your mind even.~Horace &    #anger #depression,fear
"Annabel said in an agitated voice , ` I feel as if my mind is whirling madly , like a hurricane . ",fear
"&quot;A leader is a coach, not a judge.&quot;  #lean #systemsthinking #development #HR",fear
"` When a police sergeant revisited Mr Thompson he was still clearly the worse for drink and was in an agitated state . "" ",fear
â€œ@BiancaEnne: and #faith have equivalent power. The first moves you backward and the second moves you forward. #Chooseâ€,fear
@samuellaurent putain c'est ce qui m'attend. Je n'ose pas commencer.,fear
I don't dare to meet up with people anymore after today.,fear
"At about nine p.m., I went home by bike on a dark cycle-track; because of lack of time I had to take the short-cut.",fear
When you're attached to someone; your self-seeking nature &amp; insecurity would not let them go be &amp; do what they are meant to be or do,fear
"If I mention our separate sleeping arrangements to friends , they are horrified . ",fear
"J'ai cru que c'Ã©tait qq'un qui se foutait de la gueule de @Cortex_Officiel et non, c'est le vrai. Ã‡a existe encore des gens comme Ã§a. ",fear
@AuthenticGecko: I'm finding this is true.  is of oneself.# ~ Wilhelm Stekel #quote I would agree,fear
"A teacher wanted to instill a certain opinion and a certain behaviour into myself, what I refused. I was afraid when I saw him.",fear
"&amp; our need to always be right! RT @FredericBrussat: To live a creative life, we must lose our of being wrong.  Joseph Chilton Pearce",fear
"#Factor , Its been way to long, Whoes Pumped For Tomorrow?!? I Know I Fucking Am! RT If You Are!!",fear
Before one of my final exams of the third year - natural sciences.,fear
@ChinaReport24 China has it right regarding  Don't listen to the   rhetoric and mongering disguising #oil and #gas motives,fear
Melanie was shocked to see the horror on her aunt 's face .,fear
I was walking home with a friend at night along a quiet street.  Something started rustling in the bush : it was an exhibitionist.,fear
He was petrified of the clippers at first .,fear
" To tell you the truth , I'm really nervous . I had a dream last night that I was being interviewed by a three-headed monster that kept trying to bite my head off . Oh , wow , my palms are sweaty just thinking about it . I just hope Ms . Mendoza won't be able to hear my teeth chattering . I just hope I get through this in one piece . ",fear
"Rose was excessively clinging in her behaviour and anxious when Clive was either late , as he often was , or away on an extended business trip . ",fear
"@AlwaysME04 yeah thats prob it ... To save face, sombodby feelings or not lose someone... ",fear
Practicing wind-surf my body was caught under the sail. On trying to get out my leg was caught in the lashing. I was afraid of dying by asphixia.,fear
"George felt anxious that he had had no opportunity to be alone with Tamar , and so there had been no chance of warning her about the groom . ",fear
"Being alone in Europe and having to catch a train and bus to the airport, then board the plane alone.",fear
Richmond councillors are worried about plans to turn the old cinema on the Riders Wind/Queens Road junction into a DIY shop .,fear
@inrepose Could you give me url for live stream?,fear
"When in a car accident where car was total wipe off (wipe out, or write off).",fear
If there were no  to hide behind I wonder if the  would cause some people to destroy themselves with,fear
"When I was a child, I fell into a cellar (when playing) and could be freed only with big difficulties.",fear
@KryslanJae it just hit me that you will be influencing young minds for years to come. #doom,fear
"The first week I was at the school , I attempted to climb a tree , and was reproved by a horrified prefect . ",fear
in case u were wondering means Fuck-Everything-And-Run,fear
"Suddenly , a wave of tiredness swept through her and she closed her eyes for a moment , during which the girl remained quiet , but visibly agitated and eager to be getting on with her work . ",fear
@Nadaa2124  Look how KSA is all about rescuing sunnis frm dajaj now. They've been fighting there 4 yrs. back to the ole stirring game.,fear
May go to the doctor tomorrow finally. Ugh,fear
Scared of the dark tonight!! Thank god for the red light on my blackberry!!,fear
" Yes , he was . I'm not imagining it.Finally , just when I got home , I turned around and looked at him.He was just standing there . He didn't smile . He just stood there . It was so obvious.What should I do ? I'm so scared . Can I call the police ? ",fear
"â€œ@RevRunWisdom not afraid of tomorrow, for I have seen yesterday and I love today #lessâ€",fear
"She was distressed and anxious at being separated from her friends , and rapidly developed colic . ",fear
"and loathing, my man, fear and loathing. -Hunter S. Thompson #teamautofollow",fear
"Aston Villa are having a great run , but they hold no particular horrors for the Norwich players . ",fear
"Whhhhy is Marky Mark so unbelievably sexy, even as a psycho. It makes me want him more than ever ",fear
Almost always when I go to fetch the results of an exam.,fear
"â€œ@RevRunWisdom not afraid of tomorrow, for I have seen yesterday and I love today #lessâ€",fear
Finding out that a boy I do not like is in love with me.,fear
I'm afraid you are beginning to look a little overweight . You really need to stop smoking . That's the main reason you're unhealthy .,fear
"Some individuals become excessively nervous about visiting the vet , for example , and it is a good idea to begin visits early in the dog 's life . ",fear
"â€œ@RevRunWisdom: not afraid of tomorrow, for I have seen yesterday and I love today #lessâ€",fear
I do not like these days of overwhelming dread,fear
goodbye early night: &amp; Loathing in Las Vegas on Dave!,fear
Standing next to a 4 star general and he randomly says &quot;fuck&quot;...no one questions it,fear
"Too many people, too small a room. This is fucking nuts.  ",fear
dissolves in the presence of pure love. Go forth with #love... I dare you. :) /RT @opulence2011 @Is_This_It_,fear
"To live a  life, we must lose our of being wrong.  ~Joseph Chilton Pearce",fear
Floyd Patterson has expressed dismay over the current treatment .,fear
watching twitter explode on  violence brings back all the and desperation of #nov10 at @McGillU #solidaritÃ© #afraidofpolice,fear
"We huddle beneath the covers , but to our dismay , the one duvet is but a slim pink layer of fabric resembling a furniture cover . ",fear
Fear is nothig more than an obstacle that stands in the way of progress. #life,fear
"While Grant was wakening the kids , he discovered to his dismay that most of the cubicles held four occupants , sleeping in bunk beds . ",fear
" Oh no ! A bear ! Run , Tiger , run ! Somebody call animal control ! ",fear
After mischieviously ringing on the chemist's trade-entrance doorbell and getting caught by him.,fear
Hate snakes so much can't even watch them on tv,fear
"I awoke at night and did not remember dreaming about anything in particular.  I just felt oppressing fear, it was dark and all the others were sleeping.",fear
Excitement is slowly giving way to terror.,fear
@stuipeters unfortunately this weekend is a no-go as got sisters birthday. The arsenal are looking like they are back on track.,fear
"is temporary, regret is permanent.",fear
@bechouston thanks 4 having me. Great seeing u. Hope u home safe. BED  hanging here,fear
"is in me, being #afraid to lose once again #scares me, I'll be this way till proven wrong!",fear
"Slowly , he corners the frightened younger boy , talks reassuringly as he kisses and caresses him . ",fear
"â€œ@RevRunWisdom not afraid of tomorrow, for I have seen yesterday and I love today #lessâ€",fear
Oh god! I swear this is freakin me out!! I feel they're talkin about me!,fear
It's silly how we things that #99% won't happen and doubt things that 99% will happen. #FML,fear
Fighting with class mates in Highschool.,fear
There is in every #humanbeing / #creature Part of life but just do not let ya fear be mistaken for #pride n F up #opportunity,fear
"December 1st, people. The countdown to Santa's reign of terror begins. #homeinvasion",fear
"However , does the right hon. Gentleman recognise that profound disquiet has been expressed about some of the proposals in the Bill , particularly the fast-track ones ? ",fear
After listening to ghost stories with my classmates I had to back alone to the hostel at night.  I had to walk through a long and quiet road and I was scared of meeting a ghost.,fear
@DFord10 You wasnt smiling last night! Everytime i got around you your heart started racing and your lip trembled!,fear
When I had crossed London forest I heard that there was a rabid hyena just near the path in the forest.,fear
"&quot;@RevRunWisdom: not afraid of tomorrow, for I have seen yesterday and I love today #less&quot;",fear
The spirit of is from the evil one.Satan IS THAT spirit,fear
Courage is the path that leads from to action. ~ Christian McCormack #quote #quotes,fear
"Why are we fighting Alma again? She's entitled to her revenge, we should be helping her dammit. ",fear
When you say something and you pray the person don't hear,fear
There is indeed much disquiet at any delay in immediate fulfilment .,fear
When confronted and in my opinion hassled by the police.,fear
&quot;Fear is only as deep as the mind allows.' â€” Japanese Proverb,fear
Not afraid of tomorrow for I saw yesterday and I love today #less,fear
The young woman just stared back like a frightened rabbit .,fear
Ahhhh!!! I'm worried about the dentist why did I put it off so long!!,fear
"Fear Factor:  can strip your #prayers of any #power, or even worse, cancel them out altogether.",fear
"I was interviewing a gurl and she flipped the tables on me by questioning me in the freakest way ever! The rapist got mind raped, ppl! ",fear
Can someone please explain why a non Christian doctor is a BAD thing again   #politics #hermancain,fear
Any other day it would be fine to record a video of LA streets but since the cops are  the  they it spreading.,fear
"The first important truth for voters in such spirits is that , in their dismay about recent economic and political errors , they are forgetting the immense Tory achievements which preceded them , and are now at risk again . ",fear
Driving my family 2 any where is no fun ! !,fear
But her symbolic stance emerges at a time when there is considerable disquiet over the imaging of children .,fear
"Rose stood looking down at her , a worried expression in her eyes . ",fear
She voiced her disquiet and Ana laughed .,fear
I was sexually assaulted one night by a stranger.,fear
"Tigers up 10, 34-24 with 4:50 left in the first half. South Alabama coach Ronnie Arrow calls another timeout. Told you we smell ",fear
There is only one thing that makes a  impossible to achieve: the of failure.,fear
"While swimming, I hit my head at the bottom of the pool and required stitches. I later learned that the consequences could have been much more severe and that terrified me.",fear
@OfficialPWG @Willie_Mack @Manonfire310 @itsmiguelyo Thanks for making my night special. I consider as an early christmas present.,fear
"â€œ@RevRunWisdom: not afraid of tomorrow, for I have seen yesterday and I love today #lessâ€",fear
You follow me i follow u i dnt play that u follow me i wait till u tell me to followback naw ! im unfollow me i unfollow u,fear
@Mmmwhatsup  tells us that we've sacrificed more than others. tells us it's time 2 worry about the future. &#xA;&#xA;Luke 9:3,fear
"not afraid of tomorrow, for I have seen yesterday and I love today #less",fear
May God Arise and Let all His Enemies be scattered !   #evolution #abiogenesis #big_bang theory #satan #demons etc,fear
Ready for this week to be over so I can get 2 presentations out of the way! I HATE talking in front of the class.. wahhh,fear
I love that dish as well . It is coconut chicken with rice .,fear
"take a look at what your worrying, scared or nervous about, its usually a lot smaller than you think, don't let stop you",fear
My soul has just been pierced by the most evil look from @rickosborneorg. A mini panic attack &amp; chill in bones followed soon after.,fear
Someone on my high school football team is also called Moriarty.,fear
Chatterton did not sound unduly worried at that prospect .,fear
"Majority of men lead live of discretion to please others... is only a feeling, #havingjoy is a blessing!!",fear
I had a dream that a lamp was trying to kill me. Hence why I lamps.,fear
I have to pee but I don't wanna stop this game,fear
When there was a bomb threat in Tolman Hall. This was the first time that I felt my life could be in danger.,fear
@PinkScooter_ this room so dark I'm so scared!,fear
and if my tears hold value then i would drop one for every single thing he showed us.,fear
A Classic its up there with All Quiet OTWF! Books of this quality inspired M Foot's &quot;Military Intelligence a Contradiction in Terms&quot;,fear
"My father was away from home and he did not come back when he was expected, he came back several hours later than expected.",fear
Fear of thief.,fear
"@VanessaDetwiler is not necessarily a bad thing,as long as it does not compromise ability and desire to recognize and embrace #Truth.",fear
Gonna be awake all night after seeing those snakes,fear
You should have the of not living up to one's repentance and breaking one's promise.,fear
@Heeeeed bet your flappin the now ya wee panic merchant with the weather,fear
False evidence appearing real,fear
"After my shoulder operation, I woke up in the hospital room alone. I was in pain and was still under heavy medications. I could not find my parents.",fear
"|| fear not what they say, or what they do. All they trying to do is trip you! So keep your head up and stand strong, that's living...",fear
Excuses are something people make up when they something or punk out ...u stepped into it so #finish,fear
is all to do with #Faith ..Have Faith in the perfect #love which casts out fear.. Who is that perfect love? #Jesus #Jesustweeters,fear
getting high to balance out the lows . don't be scared of me,fear
"@HHMETALFEST lo bueno:   Factory, lo malo: sin #Moonspell, sin #Overkill y 1 miserable hr de #Megadeth",fear
Did you know women in Saudi Arabia are not allowed to drive or vote? That country is now voted off my bucket(seat) list.,fear
I was also under no illusion that some backbenchers on our side were nervous about the policy .,fear
When I came home late one day. I was afraid I would be shouted at by my parents.,fear
@SenatorReid The  is supposed to the people. And you call yourself a public servant. We will teach you. #tpp,fear
"Aston Villa are having a great run , but they hold no particular horrors for the Norwich players . ",fear
"The fear about my future : work, making ends meet and health. Coping.",fear
"I Aâ™ not afraid of tomorrow, for I have seen yesterday and I love today less",fear
" Yes . My bike has one under the seat . Get it , quick ! ",fear
"En 2007, Bayrou a dÃ» attendre janvier pour avoir un sondage le mettant au-dessus des 10 %. Pour 2012, il y est dÃ©jÃ . ",fear
I was a passenger in a vehicle when suddenly another vehicle came from behind to overtake us.  However another one was coming right in front so the other vehicle changed course and blocked our way and so we crashed against the side of the road.,fear
"A voir ma TL, je me dis que Ã§a sonne. Et que la caserne des pompiers est trÃ¨Ã¨Ã¨Ã¨s loin du bureau. ",fear
"Am not suprise, total defination of what we rep in Naija always dont wanna say the truth. He is a weaklen simple RT @biblicious",fear
" I don't know . I saw him the first time Tuesday . He was at the cafe . I noticed he was looking at me a lot . Not just the usual looking , but staring. He just kept staring at me . He didn't stop . ",fear
"Most were more concerned with the courts being ` too lenient "" . ",fear
Can everyone please jump off the wagon. Worse case scenario? You die. Till then you're #alive. So #live.,fear
Sometimes we the decisions that are the most difficult to make. They still must be made tho,fear
"And the of the #LORD fell on all the kingdoms of the lands that were around #Judah, so that they did not make war against Jehoshaphat.",fear
As a child (i.e. 5-7) hiking in reasonably rugged bush and becoming lost for a duration of 5-7 hours.,fear
@Sniperovitch @JuliaChou ben tu n'as pas le choix pour une fois :-),fear
Yes . Then I noticed he was on the sidewalk behind me . He was following me .,fear
Staying alone in the biology building after the dark.,fear
My view of Egypt summed in 2 contradicting words. and #hope. Love you Egypt...,fear
"Putain j'ai flippÃ©, une ombre est apparue d'un coup ! Enfaite c'Ã©tait juste une tige de poussiÃ¨re qui se balade devant ma lampe. ",fear
When my mother met with a serious accident and there was danger that she would not survive and if she did she would loose her memory.,fear
"&quot;@RevRunWisdom: not afraid of tomorrow, for I have seen yesterday and I love today #less&quot;",fear
Scared to love 'cause I'm scared he'll leave...- Jazmine Sullivan,fear
"GOOD MORNING TO ALL OF YOU !!&  Satan, wants you to stand still in so God can't do anything in your life.",fear
"Yes , emergency . There is a huge fire here . ",fear
When I was going to take the practical exams.,fear
Monday morning fear after a messy weekend,fear
No entiendo porque tanto drama para decirle a alguien &quot;Hey me encantas &quot;,fear
In the real sense of the word I experienced fear in my first months in the army. During my first night of duty. The cause for all this was a bear. I became panic sticken (may be for the first time) and even forgot that I had a gun.,fear
When my brother had an epileptic attack and I was scared as to what would happen to him.,fear
"Do the thing you most, and the death of fear is certain. #MarkTwain",fear
I am scared when I stroll alone on the Chung Chi college campus.,fear
You can't lead people who don't have love for you. It only seems like they following because of,fear
I was in the house at night and I heard a hyena crying outside. It cried for almost an hour and I feared it might break the window and enter inside the house.,fear
People are more likely to die in hospital at the weekend?,fear
"I was alone at home, in bed reading a womens' magazine in which there were storiees of paranormal experiences.  My leg was itching and I stretched my hand to scratch and I felt another strange hand. (later I realized that it was the corner of the blanket)",fear
I was driving and a deer suddenly appeared in front of the car when there was a lot of traffic behind me.,fear
He turned to see four alarmed faces and the atmosphere was thick with unanswered questions as he walked out .,fear
He gave one swift look at her horrified expression before continuing .,fear
Sorry I don't live in and I don't need NO MAN as a LEADER (I AM ROYALTY) A KING ALREADY (SELAH),fear
The fear of fear causes fear unrelenting...,fear
"My mother had fallen down from a ladder when she had been gathering cherries. Her back was hurt. Just when I arrived, I saw people of the life-saving service giving her medical care.",fear
The biggest obstacle to  in your life right now is your lack of  is absence of faith. #spirituality #philosophy #god,fear
smh wus wrong wit niggas these days a  that  to another  does it out of in my eyes smh lot of niggas lie to me,fear
In March I was busy studying during the night I could only sleep two or three hours only for fear that I would be weeded and sent back.,fear
@Laurennn_C genuinely thought I was going to die :'(,fear
"When I was attending an authorized demonstration and the police rushed brutally at the demonstrators, without any warning.",fear
Make your friend. It has something to teach you.,fear
"The house was on fire, and I was saved by the dog. I am afraid of the fire, verging on panic.",fear
Words cannot describe the overwhelming sense of relief when I check twitter and see I didn't loose any followers whilst asleep,fear
"&quot;@RevRunWisdom: not afraid of tomorrow, for I have seen yesterday and I love today #less&quot;",fear
"Look me in my eyes, please don't be scared of me, I remember you, this feeling isn't you, so please don't be scared of me. ",fear
I hear factor is back on the air.,fear
"I remember you, this feeling isn't new.& please don't be scared of me. ",fear
"But he felt ` dismay and sorrow for so many people in our country who do not share this personal good fortune . "" ",fear
"This is me. Still the same. They want the hits. I play the game. No auto tune, but you can feel the pain. It all comes spilling out...",fear
"MaÃ±ana a la pista de hielo de Menacho con la clase de E. Fisica... deseadme suerte para que no me haga un esguince, o algo peor... x) ",fear
Getting ill.,fear
Joe Rogan is back at it Factor,fear
"I'm afraid of.. It's inside me. I feel it, quite heavy, not pleasant. #myself #introspection",fear
"â€œ@RevRunWisdom not afraid of tomorrow, for I have seen yesterday and I love today #lessâ€",fear
"He paced about for some time , looking agitated . ",fear
"â€œ@RevRunWisdom not afraid of tomorrow, for I have seen yesterday and I love today #lessâ€",fear
"The despairing , faithless , gaping , horrified wife looked down at her lover , and knew that he was dead . ",fear
"Having twins has been passed down in my family... that's awkward, my bf's a twin. Lol ",fear
"&quot;@RevRunWisdom: not afraid of tomorrow, for I have seen yesterday and I love today #less&quot;",fear
"To all 23 of my loyal followers, I know you expected big things, but @JesusChristFTM is faggot who can't answer me back  ",fear
"All my old friend think I gotta new crowd, and people seem to notice every time I DO smile. ",fear
"@samobyrne Haha, ye found it, was in Krystle... When I first read that I thought I was drunkenly looking for something else  ",fear
Melanie was shocked to see the horror on her aunt 's face .,fear
"I always panic when mum, dad or the teacher says &quot; come here OR we need to talk!&quot;  ",fear
An inter-college basket-ball match.,fear
@LovePWG I live about an hour from Los Angeles too. Maybe I will purchase today and get it by Fri so I can watch it before,fear
Porphyrophobia- Fear of the color purple.& person with this fear is insane and obviously freak out at the sight of beiber (=,fear
Finding out that my health condition may be against my attending university lectures.,fear
Some people are wildly shooting on the next street . We must leave here as soon as possible !,fear
"If didn't exist, I would run up to you &amp; tell you how much I LOVE YOU !",fear
&quot;we can't stop here. this is DRONE country!&quot;,fear
"I was interviewing a gurl and she flipped the tables on me by questioning me in the freakiest way ever! The rapist got mind raped, ppl! ",fear
Alison had shown enough respectable horror on discovering that he was married to prove she was a nice girl .,fear
When approached by a gang of youths in town at night.,fear
"â€œ@RevRunWisdom: not afraid of tomorrow, for I have seen yesterday and I love today #lessâ€",fear
"On the way back from Denmark with a friend on a small yatch, there was a storm and my friend was blown overboard;  I was very scared till I managed to get him back onboard.",fear
@BrunoMars I've just realised I haven't downloaded the latest Twitter update and now you've given me the fear!!  #happyplace,fear
I was in my village when a bull jumped over a fence and started chasing my friends and me.  We were very frightened till we climbed up a tree.,fear
N E V E R LET A BITCH NOR BITCH NIGGA PUT A N Y IN YO &lt;3 -___-,fear
"Anyone could have typed that message and his initial , she realised with dismay . ",fear
I dread to even think what would happen if I ever come across a rat,fear
There is a clear lesson there for a beleagured John Major and a rattled Tory government .,fear
"â€œ@RevRunWisdom: not afraid of tomorrow, for I have seen yesterday and I love today #lessâ€",fear
in any form diminishes my ability to think clearly and trust myself. Why in the world is it used as a tool so often?,fear
Fear of doing well on a midterm.,fear
"The biggest comes when you focus on the reality of your situation, but remember, #God does not give us fear- so the enemy has to FLEE",fear
"&quot;Get comfortable feeling uncomfortable.&quot; - @haileycoleman, @DamnHeels   #StartUp",fear
Meanwhile the flood of letters of a very different sort from anxious Hong Kong citizens to this and every other newspaper office continues .,fear
Realized my biggest fear while riding a jeep to it park.,fear
I was skiing alone and the mountain became covered with mist and I thought I was lost and was going to panic.,fear
Men like to proclaim their undying love after a few shots of @fireballwhisky,fear
Diagnosis that I have a stomache ulcer.,fear
As a result of breaking the indicator light as mentioned for guilt.,fear
"â€œ@Twist_of_fate26 â€œ@RevRunWisdom not afraid of tomorrow, for I have seen yesterday and I love today #lessâ€â€",fear
@Begz_17 ah stop I'm heading with 4cousins I've VIP seats in old Trafford sorted they're all mad for the beer! and the #shakes await,fear
"not afraid of tomorrow, for I have seen yesterday and I love today #less&quot;",fear
â€œ@j_balla: trying a tuna fish sandwichâ€ #bitchquitplayin tuna sandwiches slapppp,fear
A helpline has been set up for anxious parents .,fear
"Our , most of our rules and most of our laws are made by people who are frightened of losing their property , and not the sort of people who are frightened of being mugged at night . ",fear
is nothing else than perverted #faith. Your ability to fear is a proof of your ability to #believe.,fear
@RyanSchellShock They'll? Jeez I thought I was only being sent one I'm either the luckiest or unluckiest guy ever,fear
"Now Mr Rifkind has written to the BSC chairman , Sir Robert Scholey , asking for further assurances after meeting anxious union leaders . ",fear
"In the thirtieth minute , Gary Weaving scored what looked like a perfectly good goal , only for the linesman to rule it out for offside , to everyone 's dismay . ",fear
A fear of lack of personal powers.,fear
â€œ@KurtSchlichter: How about some napalm? MT @keder: Re Newt's answer on Palestine.  @newtgingrich don't be afraid of the truth,fear
"@OMcGee82 I felt fine this morning, blatantly due to still being pissed, then my condition rapidly deteriorated.  ",fear
"Some individuals become excessively nervous about visiting the vet , for example , and it is a good idea to begin visits early in the dog 's life . ",fear
i can't stand telling a guy with three word 'i like you'.. scared of the reaction,fear
"` And I 'm frightened that if I go down to the cellars I might die . "" ",fear
Jesus the reality of today's times&,fear
I went to the apartment of my boyfriend and saw some people before his door. I thought that something had happened.,fear
I have two finals this week and one oral presentation and I'm not ready for any of them !,fear
if your heart is filled with faith then you cant let go an let #God deal with it!,fear
We are very concerned to learn of any shortfall in standards and this is why we want to hear from you if you encounter any problems .,fear
will cause you to lose before you even try while #Courage gives you the will to win without knowing the outcome,fear
That Feeling When You Hear An Airplane Descending...&amp;&amp; You Think It's Comin Toward You,fear
Fear of public speaking is greater than death. I'd rather present my presentation over death personally. What about you?  #speech,fear
"If I'm making a mistake, well I hope I'm not. #SecondThoughts",fear
Habiter Ã  2 pas du CELSA Ã‰quivaut Ã  une immersion dans un blog mode tous les matins !,fear
"â€œ@RevRunWisdom: not afraid of tomorrow, for I have seen yesterday and I love today #lessâ€",fear
Do people really stay faithful in long distance relationships ?,fear
The Repton boy 's horror at Churchill 's anti-Bolshevist campaign had turned into a more adult and less ferocious criticism .,fear
Going to the exam not well prepared.,fear
"I've only had that feeling once, im scared ill never feel that way again ",fear
Blanche was disquieted but not sure why .,fear
I walk downstairs at Tri County and i look down and i see this spider as big as a quarter !! I freaked out and ran upstairs for sure !,fear
Nervous for my presentation in 2 hours. of public speaking,fear
"One night at three o'clock I was followed by a driver, who tried to molest me.",fear
Raised hell &amp; got 1 in about an hr. Makes you wonder what the hell is going to happen when the Tories have their way with the NHS,fear
"He had taken an interest in the growing baby , and had become anxious about Jane 's health and safety , the way expectant fathers were supposed to . ",fear
The Day Where There's No Shelter &amp; Deeds Are Ya Only Helper!,fear
There was one other horrified observer of the scene .,fear
@TRobertson7 I don't like this I'm nervous to stumble I feel like everyone can see me,fear
What a contrast with the rattled and untrustworthy gamblers at Number 10 and Number 11 Downing Street .,fear
Courage is knowing what not to fear. - Plato,fear
@RevRunWisdom  tells us that we've sacrificed more than others. tells us it's time 2 worry about the future. &#xA;&#xA;Luke 9:3,fear
"that ain't how it works, that ain't how it goes, and i've been getting high just to balance out the lows ",fear
When I learnt that the girl I had impregnated was in hospital and was on the verge of dying as she had refused to accept the responsibility of her pregnancy and had wanted to commit suicide.,fear
Getting shot don't scare me but getting cut scares me like a bitch,fear
"Girl I wanna tell you how you drive me crazy, how I think about you all the time, how I smile every time we talk.. But I can't.. ",fear
"One day I was near home, kissing my boyfriend in a car when my mother appeared and asked me to go home, because she didn't know about the event.",fear
When my father was involved in an accident.,fear
&quot;prepare for the reality that counter terrorism is here to stay&quot;  #AreYouScared #GOPDebate,fear
If this happened they would be terror-stricken .,fear
